dateTime,stationReference,parameter,qualifier,unitName,value
2021-05-07T00:00:00Z,055014_TG_306,level,Stage,mASD,0.388
2021-05-07T00:00:00Z,055018_TG_327,level,Stage,mASD,0.324
2021-05-07T00:00:00Z,055021_TG_305,level,Stage,mASD,0.842
2021-05-07T00:00:00Z,055027_TG_328,level,Stage,mASD,0.136
2021-05-07T00:00:00Z,055028_TG_9302,level,Stage,mASD,0.211
2021-05-07T00:00:00Z,055031_TG_329,level,Stage,mASD,0.132
2021-05-07T00:00:00Z,055040,level,Stage,mASD,0.194
2021-05-07T00:00:00Z,055041,level,Stage,mASD,0.360
2021-05-07T00:00:00Z,055223,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,055807_TG_320,level,Stage,mASD,0.502
2021-05-07T00:00:00Z,055811_TG_9303,level,Stage,mASD,0.668
2021-05-07T00:00:00Z,055816_TG_319,level,Stage,mASD,0.783
2021-05-07T00:00:00Z,055817_TG_323,level,Stage,mASD,0.563
2021-05-07T00:00:00Z,055L010SG,level,Stage,mASD,0.308
2021-05-07T00:00:00Z,055R0521E_TG_326,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,056505,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,0569TH,level,Stage,mASD,2.362
2021-05-07T00:00:00Z,057426,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,058461,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,059793,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,060947,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,061431,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,062046,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,0630TH,level,Stage,mASD,0.108
2021-05-07T00:00:00Z,063518,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,0655TH,level,Stage,mASD,0.108
2021-05-07T00:00:00Z,0657TH,level,Stage,mASD,0.095
2021-05-07T00:00:00Z,0660TH,level,Stage,mASD,0.143
2021-05-07T00:00:00Z,0680TH,level,Stage,mASD,0.782
2021-05-07T00:00:00Z,068416,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,068762,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,0701TH,level,Stage,mASD,0.178
2021-05-07T00:00:00Z,070365,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,0710TH,level,Stage,mASD,1.964
2021-05-07T00:00:00Z,0712TH,level,Stage,mASD,0.808
2021-05-07T00:00:00Z,0730TH,level,Stage,mASD,0.629
2021-05-07T00:00:00Z,073422,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,074108,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,074329,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,074385,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,0744SE,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,074924,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,075233,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,076204,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,076413,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,077066,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,077256,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,077336,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,077800,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,077836,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,077952,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,078530,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,078772,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,078922,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,0790TH,level,Stage,mASD,0.216
2021-05-07T00:00:00Z,079621,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,080282,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,082509,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,082672,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,082732,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,083280,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,083534,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,084532,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,085322,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,085960,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,086575,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,0890TH,level,Stage,mASD,0.116
2021-05-07T00:00:00Z,0898TH,level,Stage,mASD,0.200
2021-05-07T00:00:00Z,0901TH,level,Stage,mASD,0.195
2021-05-07T00:00:00Z,0902TH,level,Stage,mASD,0.165
2021-05-07T00:00:00Z,0903TH,level,Stage,mASD,0.185
2021-05-07T00:00:00Z,0904SO,level,Stage,mASD,0.851
2021-05-07T00:00:00Z,0904TH,level,Stage,mASD,0.190
2021-05-07T00:00:00Z,0911TH,level,Stage,mASD,0.678
2021-05-07T00:00:00Z,0913TH,level,Stage,mASD,0.941
2021-05-07T00:00:00Z,0924SE,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,0925SE,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1003SO,level,Stage,mASD,0.493
2021-05-07T00:00:00Z,1020TH,level,Stage,mASD,0.129
2021-05-07T00:00:00Z,1023SE,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1029TH,level,Stage,mASD,0.149
2021-05-07T00:00:00Z,1040,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1045,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1080TH,level,Stage,mASD,0.445
2021-05-07T00:00:00Z,1082,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1082TH,level,Stage,mASD,0.726
2021-05-07T00:00:00Z,1086,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1087,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1090_w1TH,level,Stage,mASD,0.269
2021-05-07T00:00:00Z,1090_w2TH,level,Stage,mASD,0.119
2021-05-07T00:00:00Z,1099TH,level,Stage,mASD,0.133
2021-05-07T00:00:00Z,1100TH,level,Stage,mASD,0.931
2021-05-07T00:00:00Z,1102TH,level,Stage,mASD,0.215
2021-05-07T00:00:00Z,1112,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1113,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1113SO,level,Stage,mASD,0.322
2021-05-07T00:00:00Z,1119,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1121,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1140,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1141,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1155,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1165,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1201,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1201TH,level,Stage,mASD,0.184
2021-05-07T00:00:00Z,1208TH,level,Stage,mASD,0.111
2021-05-07T00:00:00Z,1210TH,level,Stage,mASD,0.460
2021-05-07T00:00:00Z,1236TH,level,Stage,mASD,0.082
2021-05-07T00:00:00Z,1238TH,level,Stage,mASD,0.704
2021-05-07T00:00:00Z,1285SO,level,Stage,mASD,0.135
2021-05-07T00:00:00Z,1289TH,level,Stage,mASD,0.115
2021-05-07T00:00:00Z,1290_w1TH,level,Stage,mASD,0.261
2021-05-07T00:00:00Z,1290_w2TH,level,Stage,mASD,0.317
2021-05-07T00:00:00Z,1301TH,level,Stage,mASD,0.220
2021-05-07T00:00:00Z,1302TH,level,Stage,mASD,0.172
2021-05-07T00:00:00Z,1303TH,level,Stage,mASD,0.028
2021-05-07T00:00:00Z,1331,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1332,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1335,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1339,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1387,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1408TH,level,Stage,mASD,0.969
2021-05-07T00:00:00Z,1409,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1412,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1413,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1414TH,level,Stage,mASD,1.167
2021-05-07T00:00:00Z,1415TH,level,Stage,mASD,1.147
2021-05-07T00:00:00Z,1416TH,level,Stage,mASD,1.518
2021-05-07T00:00:00Z,1420TH,level,Stage,mASD,0.180
2021-05-07T00:00:00Z,1431TH,level,Stage,mASD,0.703
2021-05-07T00:00:00Z,1437TH,level,Stage,mASD,0.148
2021-05-07T00:00:00Z,1453TH,level,Stage,mASD,0.503
2021-05-07T00:00:00Z,1460_w1TH,level,Stage,mASD,0.344
2021-05-07T00:00:00Z,1460_w2TH,level,Stage,mASD,-0.232
2021-05-07T00:00:00Z,1465TH,level,Stage,mASD,0.911
2021-05-07T00:00:00Z,1471TH,level,Stage,mASD,0.094
2021-05-07T00:00:00Z,1483TH,level,Stage,mASD,0.574
2021-05-07T00:00:00Z,1484TH,level,Stage,mASD,0.452
2021-05-07T00:00:00Z,1486TH,level,Stage,mASD,0.968
2021-05-07T00:00:00Z,1489TH,level,Stage,mASD,6.858
2021-05-07T00:00:00Z,1490TH,level,Stage,mASD,4.763
2021-05-07T00:00:00Z,1491TH,level,Stage,mASD,1.934
2021-05-07T00:00:00Z,1501TH,level,Stage,mASD,0.154
2021-05-07T00:00:00Z,1503TH,level,Stage,mASD,0.130
2021-05-07T00:00:00Z,151816001,level,Stage,mASD,0.260
2021-05-07T00:00:00Z,1552,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1602,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1603,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1606,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1635TH,level,Stage,mASD,1.217
2021-05-07T00:00:00Z,1645TH,level,Stage,mASD,1.029
2021-05-07T00:00:00Z,1674TH,level,Stage,mASD,0.340
2021-05-07T00:00:00Z,1679TH,level,Stage,mASD,0.624
2021-05-07T00:00:00Z,1681TH,level,Stage,mASD,0.684
2021-05-07T00:00:00Z,1687,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1712,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1713,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1740,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1745TH,level,Stage,mASD,0.188
2021-05-07T00:00:00Z,1747,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1748,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1756TH,level,Stage,mASD,0.564
2021-05-07T00:00:00Z,1757TH,level,Stage,mASD,0.674
2021-05-07T00:00:00Z,1760,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1761,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1761TH,level,Stage,mASD,0.159
2021-05-07T00:00:00Z,1769,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1770,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1771,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1771TH,level,Stage,mASD,0.066
2021-05-07T00:00:00Z,1773,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1774,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1790TH,level,Stage,mASD,0.229
2021-05-07T00:00:00Z,1792,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1793,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1794,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1796TH,level,Stage,mASD,0.660
2021-05-07T00:00:00Z,1799TH,level,Stage,mASD,0.134
2021-05-07T00:00:00Z,1800TH,level,Stage,mASD,2.074
2021-05-07T00:00:00Z,1801TH,level,Stage,mASD,0.151
2021-05-07T00:00:00Z,1812,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1813,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1814,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1817,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1819,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1822SO,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1899TH,level,Stage,mASD,0.057
2021-05-07T00:00:00Z,1904TH,level,Stage,mASD,0.087
2021-05-07T00:00:00Z,1911TH,level,Stage,mASD,0.835
2021-05-07T00:00:00Z,1919TH,level,Stage,mASD,0.558
2021-05-07T00:00:00Z,1922TH,level,Stage,mASD,0.323
2021-05-07T00:00:00Z,1923TH,level,Stage,mASD,0.812
2021-05-07T00:00:00Z,1925TH,level,Stage,mASD,1.162
2021-05-07T00:00:00Z,1930,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-05-07T00:00:00Z,1930TH,level,Stage,mASD,1.205
2021-05-07T00:00:00Z,1934TH,level,Stage,mASD,0.668
2021-05-07T00:00:00Z,1961TH,level,Stage,mASD,1.350
2021-05-07T00:00:00Z,1980TH,level,Stage,mASD,4.224
2021-05-07T00:00:00Z,1984TH,level,Stage,mASD,1.146
2021-05-07T00:00:00Z,1990TH,level,Stage,mASD,0.992
2021-05-07T00:00:00Z,1993TH,level,Stage,mASD,0.570
2021-05-07T00:00:00Z,1995TH,level,Stage,mASD,0.197
2021-05-07T00:00:00Z,2001,level,Stage,mASD,0.816
2021-05-07T00:00:00Z,2001TH,level,Stage,mASD,0.125
2021-05-07T00:00:00Z,2002,level,Stage,mASD,0.582
2021-05-07T00:00:00Z,2002TH,level,Stage,mASD,0.090
2021-05-07T00:00:00Z,2003TH,level,Stage,mASD,0.094
2021-05-07T00:00:00Z,2004,level,Stage,mASD,0.371
2021-05-07T00:00:00Z,2004TH,level,Stage,mASD,0.010
2021-05-07T00:00:00Z,2005,level,Stage,mASD,1.290
2021-05-07T00:00:00Z,2008,level,Stage,mASD,0.624
2021-05-07T00:00:00Z,2010,level,Stage,mASD,0.414
2021-05-07T00:00:00Z,2011,level,Stage,mASD,0.238
2021-05-07T00:00:00Z,2012,level,Stage,mASD,0.601
2021-05-07T00:00:00Z,2015,level,Stage,mASD,0.245
2021-05-07T00:00:00Z,2016,level,Stage,mASD,0.373
2021-05-07T00:00:00Z,2017,level,Stage,mASD,0.336
2021-05-07T00:00:00Z,2018,level,Stage,mASD,0.269
2021-05-07T00:00:00Z,2019,level,Stage,mASD,0.229
2021-05-07T00:00:00Z,2020,level,Stage,mASD,0.266
2021-05-07T00:00:00Z,2020TH,level,Stage,mASD,0.164
2021-05-07T00:00:00Z,2023,level,Stage,mASD,0.196
2021-05-07T00:00:00Z,2024,level,Stage,mASD,0.263
2021-05-07T00:00:00Z,2027,level,Stage,mASD,0.291
2021-05-07T00:00:00Z,2029,level,Stage,mASD,0.649
2021-05-07T00:00:00Z,2032,level,Stage,mASD,0.724
2021-05-07T00:00:00Z,2034,level,Stage,mASD,0.173
2021-05-07T00:00:00Z,2036,level,Stage,mASD,0.117
2021-05-07T00:00:00Z,2038,level,Stage,mASD,0.438
2021-05-07T00:00:00Z,2039,level,Stage,mASD,0.518
2021-05-07T00:00:00Z,2040,level,Stage,mASD,0.219
2021-05-07T00:00:00Z,2046,level,Stage,mASD,0.115
2021-05-07T00:00:00Z,2048,level,Stage,mASD,0.153
2021-05-07T00:00:00Z,2049,level,Stage,mASD,0.298
2021-05-07T00:00:00Z,2050,level,Stage,mASD,0.520
2021-05-07T00:00:00Z,2052,level,1,mASD,0.312
2021-05-07T00:00:00Z,2054,level,Stage,mASD,0.960
2021-05-07T00:00:00Z,2057,level,Stage,mASD,1.317
2021-05-07T00:00:00Z,2063,level,Stage,mASD,0.204
2021-05-07T00:00:00Z,2067,level,Stage,mASD,1.135
2021-05-07T00:00:00Z,2071,level,Stage,mASD,1.162
2021-05-07T00:00:00Z,2077,level,Stage,mASD,0.817
2021-05-07T00:00:00Z,2083,level,Stage,mASD,0.231
