-2.75719,-0.97354,0.21635
-3.07864,0.81158,-0.89022
-2.8483,0.04397,1.10773
-1.98727,-0.58528,3.59801
-2.86567,1.49597,-2.36164
-4.25364,-0.23724,0.9836
-3.77906,-0.98081,0.20175
-3.40581,-0.96552,-0.44029
-2.19932,-1.10204,2.90272
-4.39502,-0.12574,-2.26928
-2.87234,-0.89642,2.02408
-3.72452,-0.87264,1.14812
-2.22148,-0.33511,2.11363
-2.4553,-0.1379,-0.3174
-3.61255,0.60887,-2.22142
-2.22963,-0.49516,3.26553
-3.1779,-0.67661,0.49871
-2.74174,1.47737,0.78089
-3.13109,-0.20877,-0.92232
-3.96121,0.0978,0.94099
0.23598,2.54797,0.68801
0.75367,1.62742,3.12625
-0.30349,1.78636,1.91015
0.32109,2.44395,1.87714
0.21253,1.78803,2.4245
-0.95524,2.02516,0.0196
0.49049,2.1289,3.36159
0.74004,2.43695,1.30309
0.63314,2.65416,-0.02102
-0.73183,3.11918,0.14899
0.17804,1.67279,3.50525
-0.37308,2.14755,2.47937
0.68123,3.20271,1.47852
-1.1104,2.49636,0.39324
0.52412,1.44486,4.07926
-0.47379,2.50699,0.01922
-0.09382,3.39809,-0.49191
-0.18943,2.184,0.62657
-0.78462,1.49162,2.72376
0.86838,1.20454,2.66384
-0.10436,1.74888,3.14676
-1.23224,1.29091,2.47685
-1.31979,0.90236,-0.22215
0.74477,2.19554,2.54923
0.10042,1.47616,1.62426
0.17172,1.78436,2.38736
-1.23439,2.11435,0.65126
-0.34619,2.97048,-1.31667
0.31983,0.68404,2.63579
2.02592,1.75476,5.27116
0.272,1.40184,0.87016
0.10726,1.07923,4.02803
-0.87298,3.68286,-0.55584
0.89124,1.91632,0.97492
0.62726,1.31019,4.31707
0.96798,1.01506,2.95292
1.05375,2.24602,2.80773
0.0791,2.02029,0.05881
1.82152,2.35779,3.46373
-0.27806,1.16944,1.5525
0.55988,1.83191,2.72797
0.54387,1.3044,2.23947
-0.13126,0.47451,1.39423
-0.55517,2.349,2.09583
-1.09603,1.97025,0.93372
0.3819,2.29094,3.09096
-0.3146,2.76332,1.92208
-0.89346,2.97927,0.12727
0.79528,2.79842,2.99686
-0.81225,2.17323,1.01452
-0.92246,1.56271,0.51483
0.56507,2.76763,2.79744
-0.68873,2.32763,0.98364
0.13759,1.86011,2.27748
0.74253,2.29663,2.4459
0.03281,1.20773,3.82508
0.6153,2.94637,-0.33107
0.83162,2.92486,1.90676
1.12905,2.89751,2.23154
0.47751,2.39441,2.0831
0.6132,2.20865,1.40455
-0.01146,2.0895,-0.10096
-0.78213,2.19037,0.0275
-0.53403,2.36156,-0.89559
0.57176,2.02802,2.54374
0.92772,2.13048,0.79724
0.21884,1.49506,2.72378
-0.26913,1.63207,1.0988
-1.34024,1.64492,-0.98516
-0.62994,2.26117,0.10889
-0.28613,0.93049,3.78338
-1.03336,3.00282,-2.03618
-0.06371,2.247,1.68929
0.0184,1.22387,3.79453
0.46087,1.86516,3.59571
0.41754,2.35064,3.0669
-0.28869,2.05155,2.65976
0.9811,2.1249,0.8562
-0.69123,1.79695,2.51182
0.19509,1.84276,0.35233
-0.36306,2.0935,1.54344
0.36418,1.92321,3.44097
-0.14679,1.70728,2.14593
0.60853,2.85411,2.75442
0.9527,2.56625,1.38645
1.24632,2.2176,2.02872
-0.92015,1.6965,1.38335
1.46333,1.4015,2.06183
0.265,2.62898,1.63602
0.38618,2.48878,-0.1026
-0.44928,1.74761,2.80311
0.54287,2.37466,0.16821
-0.374,1.96213,1.66387
-0.89222,1.58775,-0.47997
0.86062,1.74868,4.11194
-0.66383,2.75801,-1.42184
0.02116,2.04456,-0.0234
-0.11342,2.28281,0.60377
-0.68529,2.37957,-0.06486
1.13121,2.67701,3.4542
